,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1887,Pike-Market,47.6038321,-122.3300624,Occidental Square,47.60107551122758,-122.33378655295799,Plaza
1888,Pike-Market,47.6038321,-122.3300624,Renaissance Fitness Center,47.606804456437786,-122.33071665438734,Gym
1889,Pike-Market,47.6038321,-122.3300624,Ferry Noodle House,47.603855123880884,-122.335833329836,Thai Restaurant
1890,Pike-Market,47.6038321,-122.3300624,Bon Voyage Vintage,47.60091837638921,-122.33370535532684,Thrift / Vintage Store
1891,Pike-Market,47.6038321,-122.3300624,The Central Saloon,47.600604056033774,-122.33426442258528,Dive Bar
1892,Pike-Market,47.6038321,-122.3300624,Comedy Underground,47.600761750824084,-122.33383910920895,Comedy Club
1893,Pike-Market,47.6038321,-122.3300624,Custom Smoothie,47.60330266440347,-122.33352102292885,Smoothie Shop
1894,Pike-Market,47.6038321,-122.3300624,The Estates Wine Room,47.59979505479163,-122.33293131497437,Wine Bar
1895,Pike-Market,47.6038321,-122.3300624,Waterfall Garden Park,47.6001720804735,-122.33206127298888,Park
1896,Pike-Market,47.6038321,-122.3300624,Top Pot Doughnuts,47.60325,-122.33623,Donut Shop
1897,Pike-Market,47.6038321,-122.3300624,Red Bowls,47.604654474206626,-122.3332111438203,Noodle House
1898,Pike-Market,47.6038321,-122.3300624,The UPS Store,47.60588685156057,-122.33038644907373,Shipping Store
1899,Pike-Market,47.6038321,-122.3300624,Owl N' Thistle,47.603468768567694,-122.335204395137,Irish Pub
1900,Pike-Market,47.6038321,-122.3300624,Altstadt,47.60047592162763,-122.33431317191629,German Restaurant
1901,Pike-Market,47.6038321,-122.3300624,Nirmal's,47.60147941695482,-122.332761631796,Indian Restaurant
1902,Pike-Market,47.6038321,-122.3300624,DeliNoMore,47.60784396348422,-122.33282065579658,Deli / Bodega
1903,Central Business District,47.60953170000001,-122.3362895,Gyro Stop Mediterranean Grill,47.60955465650008,-122.33772857843934,Mediterranean Restaurant
1904,Central Business District,47.60953170000001,-122.3362895,Beecher's Handmade Cheese,47.60956997146841,-122.34185099601746,Cheese Shop
1905,Central Business District,47.60953170000001,-122.3362895,Bottega Italiana,47.60860863310816,-122.3397333748995,Ice Cream Shop
1906,Central Business District,47.60953170000001,-122.3362895,Chukar Cherries,47.60918751898325,-122.34150612445535,Candy Store
1907,Central Business District,47.60953170000001,-122.3362895,Lowell's Restaurant,47.6089372,-122.341346,Seafood Restaurant
1908,Central Business District,47.60953170000001,-122.3362895,Piroshky Piroshky,47.60986350454703,-122.34244033809314,Bakery
1909,Central Business District,47.60953170000001,-122.3362895,Pike Place Chowder,47.609424244253056,-122.34115260010435,Seafood Restaurant
1910,Central Business District,47.60953170000001,-122.3362895,Fonté Café & Wine Bar,47.60736199999999,-122.3390615,Coffee Shop
1911,Central Business District,47.60953170000001,-122.3362895,Purple Café & Wine Bar,47.60808617171844,-122.33495508012143,Wine Bar
1912,Central Business District,47.60953170000001,-122.3362895,Chrome Industries,47.60583846874095,-122.33738534691416,Outdoor Supply Store
1913,Central Business District,47.60953170000001,-122.3362895,RN74,47.610009,-122.3367732,French Restaurant
1914,Central Business District,47.60953170000001,-122.3362895,Design Within Reach,47.61093083206075,-122.341897862594,Furniture / Home Store
1915,Central Business District,47.60953170000001,-122.3362895,Café Nordstrom,47.61234827108128,-122.33633353384903,Café
1916,Central Business District,47.60953170000001,-122.3362895,Kasala,47.60844949666923,-122.34133177985646,Furniture / Home Store
1917,Central Business District,47.60953170000001,-122.3362895,Pressed Juicery,47.612182,-122.337322,Juice Bar
1918,Central Business District,47.60953170000001,-122.3362895,Pike Place Market Urban Garden,47.60821757135129,-122.3406654386633,Garden
1919,Central Business District,47.60953170000001,-122.3362895,Matt's in the Market,47.60886729367175,-122.34046962564068,American Restaurant
1920,Central Business District,47.60953170000001,-122.3362895,Falafel King,47.609118117727284,-122.34016245446875,Middle Eastern Restaurant
1921,Central Business District,47.60953170000001,-122.3362895,La Crêperie Voilà,47.6116024489089,-122.33301043510437,Creperie
1922,Central Business District,47.60953170000001,-122.3362895,TASTE,47.60719759857978,-122.33825118120197,New American Restaurant
1923,Central Business District,47.60953170000001,-122.3362895,The Tasting Room,47.61041532673696,-122.3425213982127,Wine Bar
1924,Central Business District,47.60953170000001,-122.3362895,Tulio Ristorante,47.60745965552962,-122.33241029083729,Italian Restaurant
1925,Central Business District,47.60953170000001,-122.3362895,Lola,47.61324705326247,-122.33987398420676,Breakfast Spot
1926,Central Business District,47.60953170000001,-122.3362895,Athenian,47.608709751745224,-122.34131576022891,Seafood Restaurant
1927,Central Business District,47.60953170000001,-122.3362895,Starbucks,47.612236,-122.33378,Coffee Shop
1928,Central Business District,47.60953170000001,-122.3362895,The Cheesecake Factory,47.61162471567919,-122.33323382264989,American Restaurant
1929,Central Business District,47.60953170000001,-122.3362895,Sur La Table,47.6095888496472,-122.34164820146991,Furniture / Home Store
1930,Central Business District,47.60953170000001,-122.3362895,Pike Place Magic Shop,47.608752447831925,-122.34134695399159,Hobby Shop
1931,Central Business District,47.60953170000001,-122.3362895,Le Panier,47.6097907988089,-122.34225747070934,Bakery
1932,Central Business District,47.60953170000001,-122.3362895,Cafe Campagne,47.60965387058825,-122.34148136820502,French Restaurant
1933,Central Business District,47.60953170000001,-122.3362895,Outlier,47.60694788656578,-122.33407258987427,New American Restaurant
1934,Central Business District,47.60953170000001,-122.3362895,Pike Brewing Company,47.60816081867329,-122.33992259209742,Brewery
1935,Central Business District,47.60953170000001,-122.3362895,Palomino,47.61041002204946,-122.33519074761,Italian Restaurant
1936,Central Business District,47.60953170000001,-122.3362895,The Crumpet Shop,47.60901379538799,-122.34027720313078,Breakfast Spot
1937,Central Business District,47.60953170000001,-122.3362895,Macy's Benefit Brow Bar,47.61149913018115,-122.33807195365029,Spa
1938,Central Business District,47.60953170000001,-122.3362895,So Much Yarn,47.60945516823132,-122.34098944148386,Knitting Store
1939,Central Business District,47.60953170000001,-122.3362895,Seattle Symphony,47.607791160855946,-122.33691097905825,Concert Hall
1940,Central Business District,47.60953170000001,-122.3362895,Blueacre Seafood,47.61375942405301,-122.33504251056561,Seafood Restaurant
1941,Central Business District,47.60953170000001,-122.3362895,Goldfinch Tavern,47.60758214320347,-122.33935530178101,American Restaurant
1942,Central Business District,47.60953170000001,-122.3362895,Il Bistro,47.60874032108003,-122.34027781956961,Italian Restaurant
1943,Central Business District,47.60953170000001,-122.3362895,Steepologie,47.61238129751535,-122.33886776045078,Tea Room
1944,Central Business District,47.60953170000001,-122.3362895,Ghost Alley Espresso,47.608883569491816,-122.3401521115126,Coffee Shop
1945,Central Business District,47.60953170000001,-122.3362895,Delicatus #2,47.607660542815935,-122.33748887076067,Sandwich Place
1946,Central Business District,47.60953170000001,-122.3362895,Moore Coffee,47.61143617810279,-122.34159710825895,Café
1947,Central Business District,47.60953170000001,-122.3362895,Seattle Antiques Market,47.607348306259475,-122.34113162222948,Antique Shop
1948,Central Business District,47.60953170000001,-122.3362895,Anthropologie,47.61129210765964,-122.33608391115804,Women's Store
1949,Central Business District,47.60953170000001,-122.3362895,Pappardelles Pasta,47.6091226034525,-122.3413334126454,Gourmet Shop
1950,Central Business District,47.60953170000001,-122.3362895,Post Alley Pizza,47.605663668240005,-122.33840363780206,Pizza Place
1951,Central Business District,47.60953170000001,-122.3362895,Perennial Tea Room,47.610202524407626,-122.34214797682985,Tea Room
1952,Central Business District,47.60953170000001,-122.3362895,Three Girls Bakery,47.60906474579556,-122.34091319298555,Bakery
1953,Central Business District,47.60953170000001,-122.3362895,Oriental Mart,47.60891466943159,-122.34051646497167,Filipino Restaurant
1954,Central Business District,47.60953170000001,-122.3362895,BLMF Used books,47.6088630588516,-122.34131225231549,Bookstore
1955,Central Business District,47.60953170000001,-122.3362895,Tenzing Momo,47.60851357755421,-122.34017410188528,Herbs & Spices Store
1956,Central Business District,47.60953170000001,-122.3362895,Pennyroyal,47.612069451760036,-122.34170820982172,Cocktail Bar
1957,Central Business District,47.60953170000001,-122.3362895,The Capital Grille,47.60811479979853,-122.33507741481773,American Restaurant
1958,Central Business District,47.60953170000001,-122.3362895,White Horse Trading Company,47.610181800380914,-122.34204656853711,Pub
1959,Central Business District,47.60953170000001,-122.3362895,LUSH,47.611792,-122.33735,Cosmetics Shop
1960,Central Business District,47.60953170000001,-122.3362895,Gene Juarez Salon & Spa,47.612329320115975,-122.33482014319354,Salon / Barbershop
1961,Central Business District,47.60953170000001,-122.3362895,Anchorhead Coffee Co,47.613449955481144,-122.33470204788469,Coffee Shop
1962,Central Business District,47.60953170000001,-122.3362895,Holy Cow Records,47.60902217663393,-122.34163484323008,Record Shop
1963,Central Business District,47.60953170000001,-122.3362895,Great State Burger,47.60638602755529,-122.33482505603139,Burger Joint
1964,Central Business District,47.60953170000001,-122.3362895,Zig Zag Cafe,47.60822242994221,-122.34167970238715,Cocktail Bar
1965,Central Business District,47.60953170000001,-122.3362895,Long Provincial Vietnamese Restaurant,47.61082072245036,-122.34068887527575,Vietnamese Restaurant
1966,Central Business District,47.60953170000001,-122.3362895,Pike Place Flowers,47.60897411168165,-122.34011838913865,Flower Shop
1967,Central Business District,47.60953170000001,-122.3362895,La Buona Tavola - Truffle Cafe,47.609208107068646,-122.34131909469396,Gourmet Shop
1968,Central Business District,47.60953170000001,-122.3362895,joybento,47.60548380864969,-122.33436105773967,Japanese Restaurant
1969,Central Business District,47.60953170000001,-122.3362895,The Juicy Café,47.61083040240162,-122.33171314066438,Juice Bar
1970,Central Business District,47.60953170000001,-122.3362895,Market Grill,47.60889700598648,-122.34101077483135,Seafood Restaurant
1971,Central Business District,47.60953170000001,-122.3362895,Shug's Soda Fountain and Ice Cream,47.609593823422784,-122.34062378770736,Ice Cream Shop
1972,Central Business District,47.60953170000001,-122.3362895,Watson Kennedy Fine Home,47.60536410615451,-122.33669007307982,Gift Shop
1973,Central Business District,47.60953170000001,-122.3362895,ACT Theatre,47.610763429582846,-122.33290463088242,Theater
1974,Central Business District,47.60953170000001,-122.3362895,MOD Pizza,47.60948993,-122.33264748,Pizza Place
1975,Central Business District,47.60953170000001,-122.3362895,Poke Alice,47.60583556360035,-122.3356464386223,Poke Place
1976,Central Business District,47.60953170000001,-122.3362895,Benaroya Hall,47.60795746772859,-122.33645572511435,Concert Hall
1977,Central Business District,47.60953170000001,-122.3362895,Urban Yoga Spa,47.6125202562606,-122.33867036193942,Yoga Studio
1978,Central Business District,47.60953170000001,-122.3362895,The Harbor Steps,47.606852466411496,-122.3387632132612,Park
1979,Central Business District,47.60953170000001,-122.3362895,Chan,47.60997681132867,-122.34141228525365,Korean Restaurant
1980,Central Business District,47.60953170000001,-122.3362895,Spa at Four Seasons Hotel,47.60744367271977,-122.33934540066396,Spa
1981,Central Business District,47.60953170000001,-122.3362895,Suite 410,47.612612491372694,-122.33844101958236,Cocktail Bar
1982,Central Business District,47.60953170000001,-122.3362895,Von's Gustobistro,47.60677627400141,-122.3382968092269,American Restaurant
1983,Central Business District,47.60953170000001,-122.3362895,Voxx Coffee,47.60891863374855,-122.33250384355084,Café
1984,Central Business District,47.60953170000001,-122.3362895,Queen Bee Nails and Spa,47.606774627132026,-122.3364767522611,Nail Salon
1985,Central Business District,47.60953170000001,-122.3362895,Starbucks,47.60905,-122.339905,Coffee Shop
1986,Central Business District,47.60953170000001,-122.3362895,Veggie Grill,47.61005799091705,-122.3364969052207,Vegetarian / Vegan Restaurant
1987,Central Business District,47.60953170000001,-122.3362895,Mee Sum Pastry,47.60923329084546,-122.34140681922237,Asian Restaurant
1988,Central Business District,47.60953170000001,-122.3362895,The Diller Room,47.60691072013048,-122.33802470862844,Cocktail Bar
1989,Central Business District,47.60953170000001,-122.3362895,Washington Athletic Club,47.60992444680146,-122.3333152559069,Gym
1990,Central Business District,47.60953170000001,-122.3362895,Pike Place Market,47.609171857696424,-122.34135495179018,Market
1991,Central Business District,47.60953170000001,-122.3362895,Radiator Whiskey,47.608998140931526,-122.34034804144521,Cocktail Bar
1992,Central Business District,47.60953170000001,-122.3362895,Penelope and The Beauty Bar,47.60811709139168,-122.33387229232754,Spa
1993,Central Business District,47.60953170000001,-122.3362895,Sosio's Fruit and Produce,47.60918255386754,-122.34144363406095,Farmers Market
1994,Central Business District,47.60953170000001,-122.3362895,World Spice Merchants,47.60865344082038,-122.3414045955805,Herbs & Spices Store
1995,Central Business District,47.60953170000001,-122.3362895,Tiffany & Co.,47.612524,-122.335064,Jewelry Store
1996,Central Business District,47.60953170000001,-122.3362895,Rachel's Ginger Beer,47.609648331726504,-122.34142532549396,Cocktail Bar
1997,Central Business District,47.60953170000001,-122.3362895,Subway,47.61183151356924,-122.33801037848745,Sandwich Place
1998,Central Business District,47.60953170000001,-122.3362895,4th Ave Espresso Bar,47.60782547865831,-122.3344451859098,Coffee Shop
1999,Central Business District,47.60953170000001,-122.3362895,JarrBar,47.608291649883355,-122.3410413650964,Spanish Restaurant
2000,Central Business District,47.60953170000001,-122.3362895,Dahlia Lounge,47.61311751553845,-122.34020337342577,New American Restaurant
2001,Central Business District,47.60953170000001,-122.3362895,Heartwood Provisions,47.605463,-122.337181,New American Restaurant
2002,Central Business District,47.60953170000001,-122.3362895,The Confectional,47.609273404339376,-122.34155787859622,Gourmet Shop
2003,First Hill,47.6093053,-122.32498390000002,Stockbox First Hill Grocery,47.60562938265011,-122.32446435869734,Food & Drink Shop
2004,First Hill,47.6093053,-122.32498390000002,Coffee Tree & Poke,47.605903,-122.325329,Poke Place
2005,First Hill,47.6093053,-122.32498390000002,Chase Bank,47.610166,-122.323961,Bank
2006,First Hill,47.6093053,-122.32498390000002,Bartell Drugs,47.60924051558987,-122.3249317406726,Pharmacy
2007,First Hill,47.6093053,-122.32498390000002,Specialty’s Café & Bakery,47.60751624142706,-122.32929153031284,Bakery
2008,First Hill,47.6093053,-122.32498390000002,Little Neon Taco,47.60958659263275,-122.32551056315212,Taco Place
2009,First Hill,47.6093053,-122.32498390000002,Cedars in Capitol Hill,47.6063236,-122.3204399,Indian Restaurant
2010,First Hill,47.6093053,-122.32498390000002,Top Pot,47.6099716430694,-122.32374811098624,Donut Shop
2011,First Hill,47.6093053,-122.32498390000002,Vito's,47.608195,-122.327409,Lounge
2012,First Hill,47.6093053,-122.32498390000002,SUBWAY,47.6057386335193,-122.32432027511692,Sandwich Place
2013,First Hill,47.6093053,-122.32498390000002,Gallery Cafè at The Frye,47.6070936774869,-122.32460106366774,Café
2014,First Hill,47.6093053,-122.32498390000002,Yoshino Teriyaki,47.60913310544385,-122.32596169369835,Asian Restaurant
2015,First Hill,47.6093053,-122.32498390000002,GNC,47.60941015,-122.3245905,Supplement Shop
2016,First Hill,47.6093053,-122.32498390000002,Sugar Bakery + Cafe,47.60914869775373,-122.32578981414184,Bakery
2017,First Hill,47.6093053,-122.32498390000002,The Refit Komplex,47.60532308446723,-122.32443230338504,Gym
2018,First Hill,47.6093053,-122.32498390000002,The Hideout,47.60951227498591,-122.3254652798913,Speakeasy
2019,First Hill,47.6093053,-122.32498390000002,Italian Family Pizza,47.60934802201264,-122.32530159757381,Pizza Place
2020,First Hill,47.6093053,-122.32498390000002,Diva Espresso,47.605119589803195,-122.32417597017948,Coffee Shop
2021,First Hill,47.6093053,-122.32498390000002,Quarter Lounge,47.60853914252794,-122.32695068368929,Bar
2022,First Hill,47.6093053,-122.32498390000002,Subway,47.609581304847126,-122.324513624103,Sandwich Place
2023,First Hill,47.6093053,-122.32498390000002,Mad Pizza,47.61063441068293,-122.32181621856242,Pizza Place
2024,First Hill,47.6093053,-122.32498390000002,George's Sausage & Delicatessen,47.60852706623307,-122.32701413275929,Sandwich Place
2025,First Hill,47.6093053,-122.32498390000002,Coffee Tree,47.60738843604867,-122.32800294217752,Coffee Shop
2026,First Hill,47.6093053,-122.32498390000002,Bonchon Korean Fried Chicken,47.60710681355059,-122.32060516211065,Korean Restaurant
2027,First Hill,47.6093053,-122.32498390000002,U.S. Bank ATM,47.60925027762841,-122.32532262200853,ATM
2028,First Hill,47.6093053,-122.32498390000002,Jimmy John's,47.61018122912515,-122.32300508567926,Sandwich Place
2029,First Hill,47.6093053,-122.32498390000002,Starbucks,47.60946278,-122.3241538,Coffee Shop
2030,First Hill,47.6093053,-122.32498390000002,Dunbar Room at Hotel Sorrento,47.60895600310357,-122.32673531911813,Restaurant
2031,First Hill,47.6093053,-122.32498390000002,Potbelly Sandwich Shop,47.610111,-122.323735,Sandwich Place
2032,First Hill,47.6093053,-122.32498390000002,Whole Foods Market,47.611234079246906,-122.32100727845601,Grocery Store
2033,First Hill,47.6093053,-122.32498390000002,Frye Art Museum,47.60705069445229,-122.32432584139437,Art Museum
2034,First Hill,47.6093053,-122.32498390000002,Garage Billiards,47.61242533743524,-122.32039971637435,Bowling Alley
2035,First Hill,47.6093053,-122.32498390000002,Piroshki on Madison,47.60997767135052,-122.32333497159284,Snack Place
2036,First Hill,47.6093053,-122.32498390000002,Sushi Kanpai,47.60744771413414,-122.32804463671569,Sushi Restaurant
2037,First Hill,47.6093053,-122.32498390000002,Starbucks - Swedish Lobby,47.60882949334331,-122.32111677701194,Coffee Shop
2038,First Hill,47.6093053,-122.32498390000002,Primo,47.60892189569463,-122.32937014438778,Italian Restaurant
2039,First Hill,47.6093053,-122.32498390000002,Naramore Fountain,47.606440757473635,-122.32936128625585,Fountain
2040,First Hill,47.6093053,-122.32498390000002,Tam Noodle Box,47.60615081387127,-122.32048958428234,Noodle House
2041,First Hill,47.6093053,-122.32498390000002,Town Hall Seattle,47.60911799661179,-122.33005682964742,Performing Arts Venue
2042,First Hill,47.6093053,-122.32498390000002,Pho Saigon Asian Cuisine,47.609219334918166,-122.3256596399003,Asian Restaurant
2043,First Hill,47.6093053,-122.32498390000002,IHOP,47.61183500328925,-122.31964948014036,Breakfast Spot
2044,First Hill,47.6093053,-122.32498390000002,CVS pharmacy,47.60907140340922,-122.32569164593183,Pharmacy
2045,First Hill,47.6093053,-122.32498390000002,First Hill Park,47.61211522062597,-122.32575571254725,Park
2046,First Hill,47.6093053,-122.32498390000002,Harborview Outpatient Pharmacy,47.60514147027166,-122.3234270291591,Pharmacy
2047,First Hill,47.6093053,-122.32498390000002,Jimmy's On Broadway,47.6113924411459,-122.32054831734749,New American Restaurant
2048,Pioneer Square,47.60213935,-122.333927450455,Bill Speidel's Underground Tour,47.602151427134864,-122.3339799842262,Tour Provider
2049,Pioneer Square,47.60213935,-122.333927450455,The J & M Cafe,47.60086633428912,-122.33429473285466,Bar
2050,Pioneer Square,47.60213935,-122.333927450455,The Little London Plane,47.599290120142115,-122.33278667766864,Wine Bar
2051,Pioneer Square,47.60213935,-122.333927450455,Chrome Industries,47.60583846874095,-122.33738534691416,Outdoor Supply Store
2052,Pioneer Square,47.60213935,-122.333927450455,Mod Pizza,47.600401,-122.333051,Pizza Place
2053,Pioneer Square,47.60213935,-122.333927450455,The Pharmacy,47.5992749490448,-122.33305345481402,Lounge
2054,Pioneer Square,47.60213935,-122.333927450455,Cocoa Banana,47.602905939952834,-122.33372838696017,Salad Place
2055,Pioneer Square,47.60213935,-122.333927450455,Pier 54,47.60444951171771,-122.33906072436137,Pier
2056,Pioneer Square,47.60213935,-122.333927450455,Seattle Central Waterfront,47.60224,-122.337012,Park
2057,Pioneer Square,47.60213935,-122.333927450455,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot
2058,Pioneer Square,47.60213935,-122.333927450455,Rudy's Barbershop,47.601333190859506,-122.33425357843745,Salon / Barbershop
2059,Pioneer Square,47.60213935,-122.333927450455,The Ninety,47.5989327534887,-122.33284138443997,Sports Bar
2060,Pioneer Square,47.60213935,-122.333927450455,The Belfry,47.599696135450195,-122.33013589313201,Antique Shop
2061,Pioneer Square,47.60213935,-122.333927450455,Adam Tailoring and Alterations,47.599297,-122.331173,Tailor Shop
2062,Pioneer Square,47.60213935,-122.333927450455,Cafe Nordo,47.600064713932795,-122.33362390719242,Indie Theater
2063,Pioneer Square,47.60213935,-122.333927450455,Ivar's Acres of Clams,47.60398721336667,-122.3392278783103,Seafood Restaurant
2064,Pioneer Square,47.60213935,-122.333927450455,Pioneer Pet Feed & Supply,47.60088373457282,-122.33488107891347,Pet Store
2065,Pioneer Square,47.60213935,-122.333927450455,The London Plane,47.60004034945503,-122.3328034077415,Café
2066,Pioneer Square,47.60213935,-122.333927450455,The Bar Shoppe,47.601737052225594,-122.33312973915179,Cocktail Bar
2067,Pioneer Square,47.60213935,-122.333927450455,Magic Mouse Toys,47.601888,-122.3345045,Toy / Game Store
2068,Pioneer Square,47.60213935,-122.333927450455,Intrigue Chocolates Co.,47.60098477997922,-122.33528662376499,Chocolate Shop
2069,Pioneer Square,47.60213935,-122.333927450455,Okinawa Teriyaki,47.605109,-122.337969,Japanese Restaurant
2070,Pioneer Square,47.60213935,-122.333927450455,Spring Thyme Bakeshop,47.60491619696089,-122.33806160293827,Café
2071,Pioneer Square,47.60213935,-122.333927450455,Good Bar,47.60011606018805,-122.3315971380008,Cocktail Bar
2072,Pioneer Square,47.60213935,-122.333927450455,Taylor Shellfish Oyster Bar,47.598736913469345,-122.33274587273797,Seafood Restaurant
2073,Pioneer Square,47.60213935,-122.333927450455,Glasshouse Studio,47.599555530759815,-122.33297005646705,Art Gallery
2074,Pioneer Square,47.60213935,-122.333927450455,Moorea Seal,47.605186495038666,-122.33646512031554,Gift Shop
2075,Pioneer Square,47.60213935,-122.333927450455,Al Boccalino,47.601737138329995,-122.33587321130415,Italian Restaurant
2076,Pioneer Square,47.60213935,-122.333927450455,The Berliner Döner Kebab,47.60016808393684,-122.33428233550451,Falafel Restaurant
2077,Pioneer Square,47.60213935,-122.333927450455,General Porpoise Coffee & Doughnuts,47.599112722132304,-122.33432683996949,Donut Shop
2078,Pioneer Square,47.60213935,-122.333927450455,Smith Tower,47.601857911501355,-122.33215205034296,Building
2079,Pioneer Square,47.60213935,-122.333927450455,Market Fresh,47.60549706799013,-122.33387531250739,Salad Place
2080,Pioneer Square,47.60213935,-122.333927450455,Cafe Paloma,47.60178689188542,-122.33453590919352,Mediterranean Restaurant
2081,Pioneer Square,47.60213935,-122.333927450455,Piroshki on 3rd Ave,47.60376806302969,-122.33225559408969,Eastern European Restaurant
2082,Pioneer Square,47.60213935,-122.333927450455,The Meyer,47.6009501951858,-122.33326645876556,Nightclub
2083,Pioneer Square,47.60213935,-122.333927450455,Girin SteakHouse,47.59810199340515,-122.33161405825166,Korean Restaurant
2084,Pioneer Square,47.60213935,-122.333927450455,Merchants Cafe & Saloon,47.60180881730884,-122.3334346554722,Burger Joint
2085,Pioneer Square,47.60213935,-122.333927450455,Columbia Center Observation Deck (Sky View Observatory),47.60459497412494,-122.33081640007372,Scenic Lookout
2086,Pioneer Square,47.60213935,-122.333927450455,Caffe Appassionato,47.6026780572502,-122.33838821803192,Coffee Shop
2087,Pioneer Square,47.60213935,-122.333927450455,The Frankfurter,47.60458620756832,-122.33938806276393,Hot Dog Joint
2088,Pioneer Square,47.60213935,-122.333927450455,Planet Java,47.60093127887959,-122.33529223701342,Breakfast Spot
2089,Pioneer Square,47.60213935,-122.333927450455,Great State Burger,47.60638602755529,-122.33482505603139,Burger Joint
2090,Pioneer Square,47.60213935,-122.333927450455,Storyville Coffee Company,47.60475923205166,-122.33636210125788,Coffee Shop
2091,Pioneer Square,47.60213935,-122.333927450455,YMCA,47.60568456244552,-122.33247492105406,Gym
2092,Pioneer Square,47.60213935,-122.333927450455,Pizza Pro,47.60142181530575,-122.33276379722038,Pizza Place
2093,Pioneer Square,47.60213935,-122.333927450455,joybento,47.60548380864969,-122.33436105773967,Japanese Restaurant
2094,Pioneer Square,47.60213935,-122.333927450455,Casco Antiguo,47.60116537635897,-122.33301339810762,Mexican Restaurant
2095,Pioneer Square,47.60213935,-122.333927450455,Watson Kennedy Fine Home,47.60536410615451,-122.33669007307982,Gift Shop
2096,Pioneer Square,47.60213935,-122.333927450455,Damn the Weather,47.601004162802,-122.334119031303,Cocktail Bar
2097,Pioneer Square,47.60213935,-122.333927450455,Flatstick Pub,47.6001432,-122.3310024,Beer Bar
2098,Pioneer Square,47.60213935,-122.333927450455,Kigo Kitchen,47.60155478035553,-122.33425286632,Asian Restaurant
2099,Pioneer Square,47.60213935,-122.333927450455,Poke Alice,47.60583556360035,-122.3356464386223,Poke Place
2100,Pioneer Square,47.60213935,-122.333927450455,"Vintage & Moore, LLC",47.59917090758865,-122.33257670467466,Thrift / Vintage Store
2101,Pioneer Square,47.60213935,-122.333927450455,Hole in the Wall Barbecue,47.60252461593436,-122.33200931101842,BBQ Joint
2102,Pioneer Square,47.60213935,-122.333927450455,Seattle Fitness,47.59804063573383,-122.33424351342418,Gym
2103,Pioneer Square,47.60213935,-122.333927450455,Il Corvo,47.602521877965955,-122.33195233639914,Italian Restaurant
2104,Pioneer Square,47.60213935,-122.333927450455,Starbucks,47.59917472969293,-122.33281386260103,Coffee Shop
2105,Pioneer Square,47.60213935,-122.333927450455,The Halal Guys,47.60182431485794,-122.33358371062512,Halal Restaurant
2106,Pioneer Square,47.60213935,-122.333927450455,Manu's Bodega,47.601624579555704,-122.32965340885106,Caribbean Restaurant
2107,Pioneer Square,47.60213935,-122.333927450455,Temple Billiards,47.599285957778584,-122.33322301964976,Pool Hall
2108,Pioneer Square,47.60213935,-122.333927450455,Intrigue Chocolates,47.59918708025387,-122.33256699519845,Candy Store
2109,Pioneer Square,47.60213935,-122.333927450455,Amazon Go,47.605985444645924,-122.33139945825612,Convenience Store
2110,Pioneer Square,47.60213935,-122.333927450455,Nijo Sushi Bar & Grill,47.60503206695692,-122.33746719599817,Sushi Restaurant
2111,Pioneer Square,47.60213935,-122.333927450455,Slate Coffee,47.60226958101576,-122.33254930945151,Coffee Shop
2112,Pioneer Square,47.60213935,-122.333927450455,Smith Tower Observation Deck,47.60187700905275,-122.33186550011222,Scenic Lookout
2113,Pioneer Square,47.60213935,-122.333927450455,Ivar's Fish Bar,47.60394816181504,-122.33871108055381,Seafood Restaurant
2114,Pioneer Square,47.60213935,-122.333927450455,Sprout Salads,47.60201835603598,-122.33233112176576,Salad Place
2115,Pioneer Square,47.60213935,-122.333927450455,Von’s 1000Spirits,47.603217,-122.338181,Restaurant
2116,Pioneer Square,47.60213935,-122.333927450455,Elm Coffee Roasters,47.600152370806754,-122.33094380272051,Coffee Shop
2117,Pioneer Square,47.60213935,-122.333927450455,Metropolitan Grill,47.60461710688105,-122.33427985479376,Steakhouse
2118,Pioneer Square,47.60213935,-122.333927450455,Fireworks,47.6004232973187,-122.33414267711825,Arts & Crafts Store
2119,Pioneer Square,47.60213935,-122.333927450455,Ivar's Restaurants Commissary,47.60391544064181,-122.33941977945989,Seafood Restaurant
2120,Pioneer Square,47.60213935,-122.333927450455,Ebbets Field Flannels,47.59919901110258,-122.33328729157901,Sporting Goods Shop
2121,Pioneer Square,47.60213935,-122.333927450455,Heartwood Provisions,47.605463,-122.337181,New American Restaurant
2122,Pioneer Square,47.60213935,-122.333927450455,Caffe Vita,47.600918833557884,-122.3293074433445,Café
2123,Pioneer Square,47.60213935,-122.333927450455,Il Terrazzo Carmine,47.59882839638095,-122.33469539437857,Italian Restaurant
2124,Pioneer Square,47.60213935,-122.333927450455,Polar Bar,47.60378341148009,-122.33151851795729,Hotel Bar
2125,Pioneer Square,47.60213935,-122.333927450455,Cafe Hitchcock,47.603923353088625,-122.33515922714106,Café
2126,Pioneer Square,47.60213935,-122.333927450455,Zeitgeist Kunst & Kaffee,47.599122135315895,-122.33177941627368,Coffee Shop
2127,Pioneer Square,47.60213935,-122.333927450455,All Water Seafood & Oyster Bar,47.60513271,-122.33614927,Seafood Restaurant
